customer_id,price_sensitivity,quality_expectations,travel_frequency,avg_spend_per_night,avg_nights_stay,avg_lead_time,cancellation_rate,avg_overall_rating,Cluster,Segment_Name
CUST-002842,0.831,0.44,3,107.846,2.4,17.0,0.0,3.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-002843,0.483,0.773,8,415.99333333333334,4.333333333333333,76.33333333333333,0.3333333333333333,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-002844,0.106,0.95,12,413.51,5.5,62.0,0.0,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-002845,0.251,0.822,12,314.7425,5.0,89.5,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-002847,0.578,0.561,6,365.49,2.3333333333333335,51.666666666666664,0.0,3.6666666666666665,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002848,0.156,0.842,10,445.85,4.0,81.0,0.0,3.25,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-002849,0.504,0.575,2,198.82000000000002,3.0,79.33333333333333,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002850,0.414,0.644,8,207.68,4.0,51.5,0.5,3.6,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002851,0.746,0.306,5,148.68,1.0,16.0,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-002852,0.606,0.683,3,225.57666666666668,2.6666666666666665,69.66666666666667,0.3333333333333333,3.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002853,0.478,0.506,4,151.004,3.0,48.4,0.2,3.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002854,0.723,0.313,5,134.106,1.6,19.2,0.4,3.8,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-002855,0.707,0.501,2,155.31,4.333333333333333,68.0,0.0,3.6666666666666665,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002856,0.345,0.701,14,505.79999999999995,3.0,66.0,0.0,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-002857,0.273,0.849,8,340.23,6.0,93.5,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-002858,0.547,0.528,4,260.31,1.5,69.5,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002859,0.47,0.69,8,269.24,5.25,41.75,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-002860,0.498,0.62,7,145.65,2.0,43.6,0.2,3.6666666666666665,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002861,0.277,0.909,8,496.1,6.0,87.0,0.0,3.2,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-002862,0.268,0.945,7,377.83000000000004,5.0,74.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-002863,0.319,0.644,8,354.2516666666667,4.5,54.5,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-002864,0.492,0.613,10,213.88666666666666,3.0,61.0,0.0,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002865,0.743,0.429,5,137.0225,1.75,29.5,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-002866,0.596,0.669,4,173.97,1.0,17.0,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-002867,0.331,0.781,14,337.95,7.0,43.0,0.0,3.8,0,"Happy VIP (High Spend, High Sat)"
CUST-002868,0.117,0.927,6,382.8033333333333,6.333333333333333,75.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-002869,0.338,0.762,9,557.65,3.0,50.0,0.0,3.75,0,"Happy VIP (High Spend, High Sat)"
CUST-002870,0.922,0.302,4,114.38666666666666,2.0,36.666666666666664,0.0,3.75,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-002871,0.268,0.836,6,478.69666666666666,6.0,91.0,0.0,3.4,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-002872,0.746,0.348,4,180.7125,1.75,11.25,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-002873,0.604,0.637,2,155.13666666666668,3.3333333333333335,62.666666666666664,0.0,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002874,0.729,0.65,2,137.05,2.6,69.8,0.0,3.3333333333333335,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002875,0.722,0.67,4,236.416,3.0,65.2,0.0,4.25,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002877,0.562,0.571,7,170.70000000000002,1.6666666666666667,60.333333333333336,0.0,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002878,0.591,0.506,8,177.97,1.0,77.0,0.0,4.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002879,0.514,0.528,6,181.0533333333333,2.0,64.66666666666667,0.3333333333333333,3.6666666666666665,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002880,0.21,0.841,6,376.4075,6.75,88.5,0.0,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-002881,0.353,0.668,15,399.1033333333333,5.333333333333333,85.0,0.0,3.75,0,"Happy VIP (High Spend, High Sat)"
CUST-002882,0.787,0.274,4,125.13,2.0,18.5,0.0,4.25,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-002883,0.261,0.755,6,421.59999999999997,9.5,80.5,0.0,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-002884,0.458,0.506,3,206.27,3.0,47.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002885,0.269,0.927,11,233.67,6.0,54.0,0.0,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-002886,0.408,0.616,6,251.39999999999998,2.5,66.5,0.0,3.3333333333333335,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002888,0.503,0.598,5,176.135,3.0,44.0,0.0,3.3333333333333335,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002889,0.282,0.873,11,341.15,6.6,91.6,0.0,3.8,0,"Happy VIP (High Spend, High Sat)"
CUST-002890,0.326,0.785,9,391.02,7.0,77.0,0.0,3.4,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-002891,0.439,0.576,8,175.11,4.5,41.25,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002892,0.576,0.651,4,139.6,4.0,56.0,0.0,4.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002893,0.88,0.264,3,114.8325,1.5,29.0,0.0,5.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-002894,0.88,0.272,4,126.724,1.4,28.0,0.2,3.6666666666666665,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-002895,0.546,0.691,7,262.83666666666664,2.3333333333333335,58.666666666666664,0.0,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002896,0.739,0.582,3,234.91000000000003,1.5,81.0,0.0,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002898,0.232,0.869,12,397.20666666666665,6.0,66.33333333333333,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-002899,0.541,0.607,3,182.4,2.0,85.0,0.0,3.3333333333333335,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002900,0.408,0.68,8,434.8433333333333,6.333333333333333,50.333333333333336,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-002901,0.382,0.699,13,378.77666666666664,5.333333333333333,48.666666666666664,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-002902,0.567,0.556,3,221.7775,2.25,73.25,0.0,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002903,0.527,0.516,7,156.542,3.0,50.6,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002904,0.675,0.598,2,198.702,2.6,66.6,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002905,0.527,0.694,6,396.36,3.0,29.0,0.0,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002906,0.124,0.9,9,369.3375,6.5,74.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-002907,0.454,0.581,8,167.0,5.5,46.0,0.5,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002908,0.422,0.581,3,134.69,2.75,60.25,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002909,0.401,0.637,8,313.80125,5.5,62.25,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-002910,0.782,0.319,3,176.615,2.0,40.0,0.0,3.6666666666666665,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-002911,0.69,0.658,5,203.79000000000002,2.0,61.5,0.0,3.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002912,0.712,0.357,2,126.62,1.4285714285714286,35.42857142857143,0.0,3.875,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-002913,0.475,0.794,12,382.6933333333334,3.0,60.5,0.0,3.0,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-002914,0.268,0.817,12,369.5533333333333,5.333333333333333,66.33333333333333,0.0,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-002915,0.297,0.847,9,341.73,6.0,84.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-002916,0.217,0.928,12,443.82,7.0,64.8,0.0,3.3333333333333335,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-002917,0.465,0.681,13,283.1675,4.75,65.25,0.25,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-002918,0.874,0.398,3,143.11666666666667,1.3333333333333333,35.0,0.0,3.3333333333333335,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-002919,0.787,0.311,4,97.35,1.0,11.0,0.0,4.5,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-002920,0.596,0.676,7,192.48000000000002,3.0,40.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002921,0.868,0.313,3,99.67666666666666,2.0,23.0,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-002922,0.152,0.938,8,334.92333333333335,7.666666666666667,74.88888888888889,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-002923,0.64,0.655,2,191.25333333333333,1.3333333333333333,61.333333333333336,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002924,0.313,0.697,12,347.71,8.0,89.0,0.0,4.125,0,"Happy VIP (High Spend, High Sat)"
CUST-002925,0.521,0.533,7,193.015,3.25,46.25,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002926,0.668,0.549,4,161.2,3.0,80.5,0.0,3.75,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002928,0.423,0.73,11,553.22,5.0,81.0,0.0,3.6666666666666665,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-002929,0.431,0.62,10,362.89250000000004,4.5,50.25,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-002930,0.516,0.654,8,170.715,2.0,64.5,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002931,0.123,0.792,11,441.71,8.0,70.5,0.0,4.5,0,"Happy VIP (High Spend, High Sat)"
CUST-002932,0.49,0.729,12,330.57,7.0,55.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-002933,0.464,0.732,13,397.045,6.0,68.75,0.0,3.6666666666666665,0,"Happy VIP (High Spend, High Sat)"
CUST-002934,0.825,0.3,5,144.99,1.0,35.0,0.0,3.6666666666666665,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-002935,0.833,0.419,4,196.17000000000002,1.5,22.75,0.0,3.75,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-002937,0.591,0.6,6,213.875,2.5,72.0,0.0,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002938,0.124,0.789,9,304.005,7.0,85.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-002939,0.616,0.55,2,214.48999999999998,1.5,40.5,0.0,3.6666666666666665,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002940,0.199,0.868,8,336.2633333333333,3.6666666666666665,76.66666666666667,0.0,3.0,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-002942,0.253,0.757,6,420.97,6.0,102.5,0.0,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-002944,0.192,0.908,11,384.66,6.0,61.0,0.0,3.6666666666666665,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-002945,0.363,0.736,13,332.14,5.25,56.5,0.0,4.333333333333333,0,"Happy VIP (High Spend, High Sat)"
CUST-002946,0.759,0.337,5,137.225,1.5,15.833333333333334,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-002947,0.14,0.836,11,246.065,6.0,90.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-002948,0.312,0.626,11,372.3766666666667,4.5,67.66666666666667,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-002949,0.705,0.651,2,291.94,3.25,81.5,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002950,0.571,0.533,6,216.0425,1.75,53.5,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002951,0.285,0.813,9,554.775,5.0,55.5,0.0,3.6666666666666665,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-002952,0.154,0.943,11,346.145,5.25,65.25,0.0,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-002953,0.668,0.546,6,209.81599999999997,2.8,67.6,0.2,3.3333333333333335,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002954,0.506,0.535,3,230.3,2.0,93.0,0.0,3.6666666666666665,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002955,0.936,0.377,5,171.01666666666665,2.3333333333333335,22.0,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-002956,0.526,0.662,2,136.625,2.5,56.0,0.0,3.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002957,0.133,0.923,10,452.6940000000001,5.4,84.8,0.0,3.25,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-002958,0.209,0.911,9,375.0425,6.25,86.25,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-002959,0.353,0.726,10,311.575,5.666666666666667,75.0,0.16666666666666666,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-002960,0.779,0.272,4,139.16,2.0,41.0,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-002961,0.73,0.538,2,137.22666666666666,2.6666666666666665,63.333333333333336,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002962,0.662,0.608,6,195.48333333333335,2.6666666666666665,71.33333333333333,0.0,3.4,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002963,0.634,0.68,5,195.71666666666667,1.6666666666666667,64.0,0.0,3.4,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002964,0.289,0.802,8,334.885,3.5,79.0,0.0,3.0,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-002965,0.728,0.311,3,179.49,1.5,19.0,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-002966,0.576,0.579,8,182.33,2.0,43.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002967,0.432,0.697,14,383.9066666666667,4.333333333333333,68.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-002968,0.593,0.597,5,144.97,3.0,86.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002969,0.625,0.508,6,209.06,2.0,62.0,0.0,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002970,0.321,0.678,14,345.79249999999996,5.25,76.0,0.0,4.333333333333333,0,"Happy VIP (High Spend, High Sat)"
CUST-002971,0.466,0.58,7,131.81,7.0,31.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002972,0.407,0.644,6,258.62,5.5,45.5,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002973,0.642,0.693,3,175.44,2.5,87.0,0.5,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002974,0.704,0.7,2,176.0233333333333,2.6666666666666665,65.33333333333333,0.0,3.3333333333333335,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002975,0.593,0.615,6,170.67999999999998,3.6666666666666665,58.333333333333336,0.0,3.7142857142857144,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002976,0.102,0.805,6,433.81,5.333333333333333,87.33333333333333,0.0,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-002977,0.28,0.896,9,394.68666666666667,3.3333333333333335,59.333333333333336,0.0,3.0,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-002978,0.123,0.864,8,264.69,5.5,74.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-002980,0.548,0.668,5,248.2325,4.0,66.0,0.0,3.6666666666666665,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002981,0.465,0.517,7,180.2,2.0,47.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002982,0.441,0.624,8,351.99,3.0,62.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-002983,0.636,0.538,6,203.74166666666667,2.0,67.66666666666667,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002984,0.585,0.652,2,255.11,2.5,77.75,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002985,0.138,0.819,6,380.825,6.0,67.0,0.0,3.6666666666666665,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-002986,0.933,0.295,3,129.28,2.5,25.0,0.25,4.333333333333333,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-002987,0.39,0.712,15,422.055,4.0,53.666666666666664,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-002988,0.809,0.215,5,106.61,2.0,25.0,0.0,4.4,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-002989,0.147,0.766,7,407.2666666666667,7.333333333333333,64.66666666666667,0.0,3.0,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-002990,0.516,0.584,6,189.79999999999998,2.25,47.75,0.0,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002991,0.368,0.756,12,385.82599999999996,2.6,82.8,0.0,3.6666666666666665,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-002992,0.488,0.66,6,156.5,3.5,51.5,0.0,4.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002993,0.469,0.632,12,273.25333333333333,5.666666666666667,62.666666666666664,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-002994,0.529,0.522,5,306.84000000000003,2.0,80.5,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002995,0.472,0.635,7,159.17,3.5,59.0,0.0,3.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002996,0.738,0.297,4,146.335,1.5,48.5,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-002997,0.441,0.502,7,215.286,2.8,39.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-002998,0.703,0.308,5,112.97166666666668,1.1666666666666667,17.666666666666668,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-002999,0.733,0.302,5,83.10000000000001,1.0,26.0,0.0,4.333333333333333,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003000,0.519,0.594,4,148.3,3.0,62.5,0.0,3.6666666666666665,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003001,0.494,0.537,3,139.66,2.3333333333333335,38.333333333333336,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003002,0.188,0.798,7,424.32,5.333333333333333,101.0,0.0,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003003,0.306,0.708,11,437.35200000000003,5.0,50.6,0.0,3.8,0,"Happy VIP (High Spend, High Sat)"
CUST-003004,0.671,0.655,4,193.844,3.2,65.0,0.2,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003005,0.557,0.663,7,190.035,1.25,43.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003006,0.87,0.201,4,118.978,2.0,13.4,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003007,0.378,0.756,11,412.0825,6.25,66.0,0.0,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003008,0.41,0.657,5,255.63166666666666,2.6666666666666665,58.5,0.0,3.75,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003009,0.368,0.621,12,294.605,4.0,55.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003010,0.293,0.931,9,309.83,6.0,76.0,0.0,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003011,0.361,0.626,15,403.65000000000003,2.3333333333333335,88.66666666666667,0.0,3.0,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003012,0.536,0.508,3,181.92333333333332,2.6666666666666665,23.333333333333332,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003013,0.729,0.507,6,184.61,3.0,36.0,0.0,5.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003014,0.585,0.69,7,180.17000000000002,3.5,46.5,0.0,3.6666666666666665,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003015,0.477,0.699,10,424.06,7.0,62.0,0.3333333333333333,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003016,0.699,0.535,4,172.445,3.5,67.0,0.0,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003017,0.702,0.249,5,135.65249999999997,1.25,14.75,0.0,4.5,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003018,0.72,0.21,2,129.84,1.25,37.0,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003019,0.129,0.782,11,630.43,4.0,80.0,0.0,3.0,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003020,0.592,0.554,2,188.12,2.0,59.5,0.0,3.3333333333333335,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003021,0.354,0.683,9,390.89,2.5,80.0,0.0,3.75,0,"Happy VIP (High Spend, High Sat)"
CUST-003023,0.411,0.607,4,166.53199999999998,2.6,66.4,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003024,0.374,0.79,14,448.26,5.0,65.5,0.0,3.8,0,"Happy VIP (High Spend, High Sat)"
CUST-003025,0.699,0.673,3,143.135,2.0,50.5,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003026,0.719,0.385,5,116.28666666666668,1.3333333333333333,12.0,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003027,0.109,0.771,11,536.92,8.0,77.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003028,0.732,0.218,3,142.142,1.8,38.8,0.0,4.333333333333333,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003029,0.471,0.548,3,188.96200000000002,2.4,40.8,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003030,0.913,0.388,2,185.11,1.3333333333333333,32.0,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003031,0.288,0.932,9,557.32,3.0,66.0,0.0,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003032,0.229,0.767,8,491.255,8.0,57.5,0.0,3.6666666666666665,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003033,0.272,0.949,10,313.45000000000005,6.5,81.0,0.0,3.3333333333333335,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003034,0.417,0.632,9,325.69,3.0,68.66666666666667,0.0,3.5714285714285716,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003035,0.644,0.695,3,186.91,2.0,81.0,0.0,3.6666666666666665,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003036,0.258,0.846,11,530.2233333333334,2.6666666666666665,74.33333333333333,0.0,3.0,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003037,0.277,0.922,7,392.75333333333333,6.666666666666667,83.33333333333333,0.3333333333333333,3.75,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003038,0.475,0.595,4,137.715,3.0,71.5,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003039,0.423,0.714,12,501.92,4.0,92.0,0.0,3.0,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003041,0.516,0.64,4,159.23333333333332,3.0,65.33333333333333,0.3333333333333333,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003042,0.439,0.794,10,394.6433333333334,4.0,77.66666666666667,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003043,0.695,0.546,2,216.45666666666668,2.3333333333333335,79.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003044,0.737,0.26,3,156.15333333333334,2.0,40.0,0.0,4.333333333333333,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003045,0.282,0.802,6,441.082,3.0,84.2,0.0,3.0,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003046,0.325,0.722,15,393.56,6.0,51.0,0.0,3.75,0,"Happy VIP (High Spend, High Sat)"
CUST-003047,0.844,0.359,4,189.2075,2.0,33.5,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003048,0.482,0.696,11,208.48,5.0,59.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003049,0.558,0.533,6,216.0,2.25,56.0,0.0,3.6666666666666665,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003050,0.481,0.502,7,217.18,5.0,67.0,0.0,3.7142857142857144,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003051,0.227,0.836,8,371.53999999999996,7.666666666666667,89.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003052,0.398,0.768,12,508.66,5.0,76.0,0.0,3.6666666666666665,0,"Happy VIP (High Spend, High Sat)"
CUST-003053,0.731,0.355,2,111.775,1.5,9.0,0.0,3.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003054,0.173,0.923,8,400.92400000000004,6.4,108.0,0.0,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003055,0.38,0.604,13,368.2633333333333,4.666666666666667,74.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003056,0.839,0.256,2,116.42,1.6666666666666667,36.666666666666664,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003057,0.734,0.546,2,128.265,1.5,47.5,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003058,0.185,0.77,8,345.0128571428572,2.857142857142857,82.71428571428571,0.0,3.0,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003059,0.835,0.248,3,114.75,1.3333333333333333,39.0,0.0,3.6666666666666665,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003060,0.583,0.58,3,108.85,3.0,40.0,0.0,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003061,0.722,0.437,4,93.005,1.5,15.0,0.5,3.3333333333333335,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003062,0.33,0.73,14,411.28999999999996,5.0,77.25,0.25,4.0,0,"Happy VIP (High Spend, High Sat)"
